ticket_id,timestamp,complaint_text,department_id,district,neighborhood,latitude,longitude,platform
201,2024-12-27 23:28:28,"Selam, dün akşam Atatürk hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Tuzla,Aydınlı,40.845266,29.279672,ALO153
202,2024-12-25 03:32:03,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Silivri,Alibeyli,41.073928,28.223996,İstanbul Senin
203,2024-12-27 01:39:54,"Merhabalar, Cumhuriyet hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Sarıyer,Emirgan,41.115374,29.054102,ALO153
204,2024-12-26 16:10:20,"Selam, dün akşam Atatürk hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Küçükçekmece,Halkalı,41.062568,28.722622,İstanbul Senin
205,2024-12-27 14:21:27,"Merhabalar, Barbaros hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Kadıköy,Kozyatağı,40.972441,29.080762,ALO153
206,2024-12-25 19:58:30,"İyi günler, mobil uygulamada Büyükdere hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Esenler,Menderes,41.042702,28.871851,ALO153
207,2024-12-27 00:09:59,"Merhabalar, Büyükdere hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Bağcılar,Güneşli,41.031690,28.847031,ALO153
208,2024-12-27 06:48:18,"Günaydın, 45 dakikadır durakta bekliyorum, Barbaros otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Tuzla,Aydınlı,40.845073,29.282496,ALO153
209,2024-12-27 00:39:48,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Küçükçekmece,Halkalı,41.061545,28.724447,ALO153
210,2024-12-25 00:00:50,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Bayrampaşa,Cevatpaşa,41.040348,28.894390,İstanbul Senin
211,2024-12-27 08:17:05,"Selam, dün akşam Fatih hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Beyoğlu,Galata,41.028039,28.976100,ALO153
212,2024-12-27 06:23:27,"Merhaba, Fatih güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Kadıköy,Bostancı,40.957365,29.089478,ALO153
213,2024-12-27 21:57:49,"Merhaba, Kennedy güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Adalar,Heybeliada,40.874210,29.095456,ALO153
214,2024-12-25 17:11:22,"Günaydın, 45 dakikadır durakta bekliyorum, Kennedy otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Kadıköy,Fenerbahçe,40.964565,29.039081,Email
215,2024-12-25 05:26:56,"Selam, dün akşam İstiklal hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Ümraniye,Çakmak,41.030237,29.153406,İstanbul Senin
216,2024-12-27 21:21:09,"Merhaba, Fatih güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Arnavutköy,Bolluca,41.195019,28.661864,Email
217,2024-12-26 18:12:52,"Merhaba, İstiklal güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Küçükçekmece,Fevzi Çakmak,41.057932,28.754686,İstanbul Senin
218,2024-12-25 15:58:08,"İyi günler, mobil uygulamada Bağdat hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Beşiktaş,Ortaköy,41.055270,29.028172,İstanbul Senin
219,2024-12-25 02:29:55,"Günaydın, 45 dakikadır durakta bekliyorum, Kennedy otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Arnavutköy,Anadolu,41.182040,28.672518,İstanbul Senin
220,2024-12-26 23:11:24,"Günaydın, 45 dakikadır durakta bekliyorum, Bağdat otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Beykoz,Anadolu Hisarı,41.082053,29.066191,Email
221,2024-12-25 10:14:52,"Merhabalar, Kennedy hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Başakşehir,Bahçeşehir,41.084061,28.800159,ALO153
222,2024-12-26 01:30:11,"Günaydın, 45 dakikadır durakta bekliyorum, Bağdat otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Sultangazi,50. Yıl,41.113014,28.850471,ALO153
223,2024-12-25 16:16:05,"Merhaba, Barbaros güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Bağcılar,Güneşli,41.029876,28.846449,Email
224,2024-12-25 01:48:51,"Merhabalar, Bağdat hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Şişli,Mecidiyeköy,41.062356,28.991343,İstanbul Senin
225,2024-12-26 07:45:56,"Selam, dün akşam Kennedy hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Bakırköy,Kartaltepe,40.986908,28.892419,ALO153
226,2024-12-26 10:45:46,"İyi günler, mobil uygulamada Kennedy hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Eyüpsultan,Eyüp,41.048624,28.924833,ALO153
227,2024-12-26 07:14:32,"Merhabalar, İstiklal hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Esenyurt,Fatih,41.018286,28.683020,ALO153
228,2024-12-26 10:21:32,"Merhabalar, Cumhuriyet hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Kadıköy,Caferağa,40.989679,29.025714,İstanbul Senin
229,2024-12-26 04:31:13,"Merhaba, Kennedy güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Eyüpsultan,Eyüp,41.046894,28.924498,ALO153
230,2024-12-27 20:50:57,"Merhabalar, İstiklal hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Avcılar,Merkez,40.983306,28.724101,Email
231,2024-12-27 15:50:43,"İyi günler, mobil uygulamada İnönü hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Ataşehir,Barbaros,40.986095,29.121432,Email
232,2024-12-26 09:54:53,"İyi günler, mobil uygulamada Bağdat hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Bahçelievler,Yenibosna,40.991648,28.822125,İstanbul Senin
233,2024-12-25 03:34:01,"Merhabalar, Fatih hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Maltepe,Cevizli,40.940324,29.145778,ALO153
234,2024-12-25 07:40:30,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Tuzla,İçmeler,40.862614,29.267065,İstanbul Senin
235,2024-12-26 04:29:32,"İyi günler, mobil uygulamada Fatih hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Küçükçekmece,Halkalı,41.061628,28.723471,İstanbul Senin
236,2024-12-25 02:15:53,"Merhaba, Barbaros güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Ümraniye,Alemdağ,41.023928,29.163123,ALO153
237,2024-12-27 02:42:50,"Merhaba, Cumhuriyet güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Esenler,Atışalanı,41.037928,28.868907,İstanbul Senin
238,2024-12-26 17:51:59,"Merhabalar, Sahil hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Sultangazi,50. Yıl,41.110814,28.850962,İstanbul Senin
239,2024-12-27 02:48:18,"Merhaba, Barbaros güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Zeytinburnu,Merkezefendi,41.010708,28.910656,Email
240,2024-12-25 02:28:00,"Günaydın, 45 dakikadır durakta bekliyorum, Fatih otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Sancaktepe,Emek,40.991647,29.244720,ALO153
241,2024-12-25 17:05:10,"Merhaba, İnönü güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Esenler,Atışalanı,41.040293,28.868977,ALO153
242,2024-12-26 06:30:19,"İyi günler, mobil uygulamada Kennedy hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Beyoğlu,Karaköy,41.023845,28.974370,İstanbul Senin
243,2024-12-25 09:41:57,"Merhaba, Atatürk güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Küçükçekmece,Fevzi Çakmak,41.057852,28.754014,İstanbul Senin
244,2024-12-25 18:58:10,"Selam, dün akşam İstiklal hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Adalar,Heybeliada,40.874965,29.093811,İstanbul Senin
245,2024-12-26 02:42:59,"Merhabalar, Fatih hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Silivri,Gümüşyaka,41.081439,28.212969,ALO153
246,2024-12-26 19:12:24,"Merhaba, Kennedy güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Tuzla,İçmeler,40.860043,29.266448,Email
247,2024-12-26 23:23:27,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Esenyurt,Akevler,41.012359,28.671737,Email
248,2024-12-25 03:14:58,"Merhabalar, Barbaros hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Zeytinburnu,Merkezefendi,41.009142,28.910589,Email
249,2024-12-26 05:11:07,"Merhaba, İnönü güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Arnavutköy,Bolluca,41.198698,28.661134,İstanbul Senin
250,2024-12-25 12:59:58,"İyi günler, mobil uygulamada Fatih hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Kadıköy,Bostancı,40.957325,29.090635,Email
251,2024-12-25 23:30:22,"Günaydın, 45 dakikadır durakta bekliyorum, Kennedy otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Ataşehir,Kayışdağı,40.979321,29.146669,ALO153
252,2024-12-25 22:22:25,"Selam, dün akşam İnönü hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Bakırköy,Ataköy,40.973526,28.861131,ALO153
253,2024-12-26 22:01:13,"Merhaba, İnönü güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Büyükçekmece,Güzelce,41.029877,28.593698,İstanbul Senin
254,2024-12-26 05:26:37,"Merhaba, İnönü güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Üsküdar,Kuzguncuk,41.022927,29.030352,İstanbul Senin
255,2024-12-27 05:33:39,"Günaydın, 45 dakikadır durakta bekliyorum, Bağdat otobüsü gelmiyor. Mobil uygulamada 'yaklaşıyor' diyor ama ortalıkta yok. Hem çok soğuk, yaşlıyım dayanamıyorum. Ne oluyor anlayamadım.",3,Sultanbeyli,Abdurrahmangazi,40.961516,29.260806,İstanbul Senin
256,2024-12-27 07:37:21,"Merhabalar, İnönü hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Bahçelievler,Yenibosna,40.993121,28.821828,Email
257,2024-12-25 15:04:49,"Merhabalar, İstiklal hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Gaziosmanpaşa,Yenimahalle,41.086849,28.886279,Email
258,2024-12-27 10:19:26,"İyi günler, mobil uygulamada Kennedy hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Bakırköy,Kartaltepe,40.987019,28.892619,ALO153
259,2024-12-25 16:10:27,"Selam, dün akşam Kennedy hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Bahçelievler,Şirinevler,41.001514,28.836298,İstanbul Senin
260,2024-12-26 11:34:42,"İyi günler, mobil uygulamada İstiklal hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Tuzla,İçmeler,40.860822,29.268655,Email
261,2024-12-27 13:22:47,"Merhabalar, Barbaros hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Ümraniye,Alemdağ,41.024691,29.160767,İstanbul Senin
262,2024-12-27 23:14:21,"Selam, dün akşam İnönü hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Bağcılar,Güneşli,41.031221,28.846876,Email
263,2024-12-27 08:08:25,"Merhaba, Büyükdere güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Büyükçekmece,Dizdariye,41.025374,28.580560,İstanbul Senin
264,2024-12-26 03:22:39,"Merhaba, İnönü güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Bakırköy,Yeşilköy,40.970703,28.822587,İstanbul Senin
265,2024-12-26 14:37:15,"Merhaba, Sahil güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Bağcılar,Güneşli,41.029785,28.846522,Email
266,2024-12-26 04:08:07,"Selam, dün akşam Barbaros hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Çekmeköy,Merkez,41.050087,29.228902,ALO153
267,2024-12-27 17:23:25,"Merhaba, Sahil güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Adalar,Heybeliada,40.874093,29.096460,Email
268,2024-12-25 23:38:31,"Merhabalar, Barbaros hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Tuzla,İçmeler,40.861719,29.265864,ALO153
269,2024-12-25 06:16:24,"İyi günler, mobil uygulamada Fatih hattının saatleri yanlış. '5 dakika sonra' diyor 20 dakika bekliyoruz. Güncel değil galiba, lütfen düzeltin. Boş yere bekliyoruz.",3,Fatih,Aksaray,41.015168,28.953952,İstanbul Senin
270,2024-12-25 02:50:11,"Merhabalar, Barbaros hattı sabah saatlerinde çok seyrek geliyor. İşe gitmek için kullanıyoruz ama sürekli geç kalıyoruz. Tarife 10 dakikada bir diyor ama 30 dakika bekliyoruz. Sefer sayısını artırın lütfen.",3,Şişli,Kurtuluş,41.040109,28.976994,İstanbul Senin
271,2024-12-25 08:33:56,"Selam, dün akşam Fatih hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Bayrampaşa,Cevatpaşa,41.040389,28.896908,ALO153
272,2024-12-25 10:26:59,"Selam, dün akşam Fatih hattında şoför çok hızlı kullandı. Kırmızı ışıkta geçti, yaşlı teyze neredeyse düşüyordu. Plaka numarasını aldım: 34 XYZ 789. Lütfen uyarın.",3,Büyükçekmece,Dizdariye,41.027370,28.582078,İstanbul Senin
273,2024-12-26 03:29:23,"Merhaba, Sahil güzergahındaki otobüsler aşırı kalabalık. Sabah saatlerinde insanlar sığmıyor, kapılar kapanmıyor. Sosyal mesafe diye bir şey kalmadı. Lütfen sefer ekleyin.",3,Tuzla,İçmeler,40.861031,29.267943,İstanbul Senin
274,2024-12-26 22:26:04,"Günaydın, sokağımızın asfaltı tamamen bozuk. Her yer çukur, yağmurda göl oluşuyor. Arabalar yavaş geçmek zorunda. Yıllardır asfalt yenilenmedi, lütfen yenileyin.",4,Küçükçekmece,Fevzi Çakmak,41.055735,28.754678,Email
275,2024-12-27 15:23:56,"Merhabalar, Sahil Caddesinde kocaman çukur var. 3 kere şikayet ettik, hala tamir edilmedi. Dün komşunun arabası hasar gördü. Hem tehlikeli hem masraflı. Ne zaman düzelteceksiniz?",4,Küçükçekmece,Halkalı,41.063076,28.723198,İstanbul Senin
276,2024-12-25 21:42:04,"Merhabalar, İstiklal Caddesinde kocaman çukur var. 3 kere şikayet ettik, hala tamir edilmedi. Dün komşunun arabası hasar gördü. Hem tehlikeli hem masraflı. Ne zaman düzelteceksiniz?",4,Başakşehir,Bahçeşehir,41.081071,28.800854,Email
277,2024-12-27 08:49:44,"Selam belediye, yol çizgileri silinmiş. Park yerleri, yaya geçitleri belli değil. Yağmurda çok tehlikeli. Lütfen yeniden çizgi çekin.",4,Adalar,Büyükada,40.860819,29.125333,Email
278,2024-12-26 22:10:37,"İyi günler, kaldırımlar çok dar ve bozuk. Tekerlekli sandalye geçemiyor, anne babalar bebek arabasıyla zorlanıyor. Engelli vatandaşlar mağdur. Lütfen genişletin.",4,Silivri,Alibeyli,41.075230,28.222562,Email
279,2024-12-25 02:18:26,"Merhabalar, Cumhuriyet Caddesinde kocaman çukur var. 3 kere şikayet ettik, hala tamir edilmedi. Dün komşunun arabası hasar gördü. Hem tehlikeli hem masraflı. Ne zaman düzelteceksiniz?",4,Bakırköy,Kartaltepe,40.984715,28.892026,Email
280,2024-12-27 02:50:07,"Günaydın, sokağımızın asfaltı tamamen bozuk. Her yer çukur, yağmurda göl oluşuyor. Arabalar yavaş geçmek zorunda. Yıllardır asfalt yenilenmedi, lütfen yenileyin.",4,Eyüpsultan,Alibeyköy,41.070549,28.915212,ALO153
281,2024-12-27 02:15:43,"Merhabalar, Cumhuriyet Caddesinde kocaman çukur var. 3 kere şikayet ettik, hala tamir edilmedi. Dün komşunun arabası hasar gördü. Hem tehlikeli hem masraflı. Ne zaman düzelteceksiniz?",4,Beşiktaş,Ortaköy,41.056588,29.028395,İstanbul Senin
282,2024-12-25 11:35:06,"Günaydın, sokağımızın asfaltı tamamen bozuk. Her yer çukur, yağmurda göl oluşuyor. Arabalar yavaş geçmek zorunda. Yıllardır asfalt yenilenmedi, lütfen yenileyin.",4,Avcılar,Merkez,40.983172,28.724237,Email
283,2024-12-26 10:42:50,"Merhaba, Atatürk Sokakta 10 metrelik bölüm çökmüş, çok tehlikeli. Uyarı bandı bile yok. Özellikle gece karanlıkta çok dikkatli olmak gerekiyor. Acil tamir edin lütfen.",4,Şile,Balibey,41.176260,29.613507,İstanbul Senin
284,2024-12-26 23:17:10,"İyi günler, kaldırımlar çok dar ve bozuk. Tekerlekli sandalye geçemiyor, anne babalar bebek arabasıyla zorlanıyor. Engelli vatandaşlar mağdur. Lütfen genişletin.",4,Kağıthane,Çağlayan,41.070493,28.962498,ALO153
285,2024-12-25 02:35:51,"İyi günler, kaldırımlar çok dar ve bozuk. Tekerlekli sandalye geçemiyor, anne babalar bebek arabasıyla zorlanıyor. Engelli vatandaşlar mağdur. Lütfen genişletin.",4,Kadıköy,Caferağa,40.988504,29.025754,Email
286,2024-12-25 04:03:45,"Selam belediye, yol çizgileri silinmiş. Park yerleri, yaya geçitleri belli değil. Yağmurda çok tehlikeli. Lütfen yeniden çizgi çekin.",4,Küçükçekmece,Halkalı,41.061349,28.722158,Email
287,2024-12-26 15:25:07,"Merhaba, Fatih Sokakta 10 metrelik bölüm çökmüş, çok tehlikeli. Uyarı bandı bile yok. Özellikle gece karanlıkta çok dikkatli olmak gerekiyor. Acil tamir edin lütfen.",4,Esenler,Atışalanı,41.039284,28.868182,İstanbul Senin
288,2024-12-26 11:14:19,"Günaydın, sokağımızın asfaltı tamamen bozuk. Her yer çukur, yağmurda göl oluşuyor. Arabalar yavaş geçmek zorunda. Yıllardır asfalt yenilenmedi, lütfen yenileyin.",4,Çatalca,Kaleiçi,41.137853,28.435366,Email
289,2024-12-26 08:26:58,"Merhaba, Büyükdere Sokakta 10 metrelik bölüm çökmüş, çok tehlikeli. Uyarı bandı bile yok. Özellikle gece karanlıkta çok dikkatli olmak gerekiyor. Acil tamir edin lütfen.",4,Fatih,Fındıkzade,41.008715,28.938055,ALO153
290,2024-12-26 22:15:52,"Günaydın, sokağımızın asfaltı tamamen bozuk. Her yer çukur, yağmurda göl oluşuyor. Arabalar yavaş geçmek zorunda. Yıllardır asfalt yenilenmedi, lütfen yenileyin.",4,Sultanbeyli,Battalgazi,40.969383,29.252294,Email
291,2024-12-25 14:10:06,"İyi günler, kaldırımlar çok dar ve bozuk. Tekerlekli sandalye geçemiyor, anne babalar bebek arabasıyla zorlanıyor. Engelli vatandaşlar mağdur. Lütfen genişletin.",4,Bağcılar,Yıldıztepe,41.043257,28.850498,İstanbul Senin
292,2024-12-27 00:36:11,"Selam belediye, yol çizgileri silinmiş. Park yerleri, yaya geçitleri belli değil. Yağmurda çok tehlikeli. Lütfen yeniden çizgi çekin.",4,Başakşehir,Başak,41.074586,28.792560,ALO153
293,2024-12-25 09:45:05,"Merhabalar, Atatürk Caddesinde kocaman çukur var. 3 kere şikayet ettik, hala tamir edilmedi. Dün komşunun arabası hasar gördü. Hem tehlikeli hem masraflı. Ne zaman düzelteceksiniz?",4,Beşiktaş,Levent,41.075416,29.009605,Email
